#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#||||||||||||
||||||||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5|nil|nil|nil|||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|shrub_jungle||||||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|plant_small_jungle_tree||||||
#||||||||||||
schem|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|2|coastal|lib_ecology.plant_tree_palmetto||||||
schem|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|2|coastal|lib_ecology.plant_tree_palm_small||||||
trees|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
trees|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|3|coastal|banana||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|ebony||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|rubber_01;rubber_02;rubber_03;rubber_04||||||
no_rot|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|schem_tree_fern_giant||||||
no_rot|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|3|coastal|schem_tree_fern_giant_2||||||
plants|lib_materials:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|tree_fern_giant_sapling|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|3|coastal|tree_fern_sapling|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|3|coastal|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|3|coastal|ebony||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|3|coastal|mahogany||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|3|coastal|ebony||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|3|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
trees|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|3|coastal|banana||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|3|coastal|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|3|coastal|ebony||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|3|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|3|coastal|rubber_01;rubber_02;rubber_03;rubber_04||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|3|coastal|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|3|coastal|plant_creeper||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|3|coastal|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|3|coastal|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
#LOWLAND||||||||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|palm_jungle_01;palm_jungle_02||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|ebony|nil|nil|nil|||
trees|lib_materials:dirt_brown_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_brown_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.08|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.08|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.08|hot_semihumid|coastal|lowland|palm_jungle_01;palm_jungle_02||||||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|shrub_jungle||||||
plants|lib_materials:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.005|hot_semihumid|coastal|lowland|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.005|hot_semihumid|coastal|lowland|banana||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
no_rot|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|schem_tree_fern_giant||||||
no_rot|lib_materials:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|schem_tree_fern_giant_2||||||
plants|lib_materials:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|tree_fern_giant_sapling||||||
plants|lib_materials:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|coastal|lowland|tree_fern_sapling||||||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_black_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_black_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_brown_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_brown_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|palm_jungle_01;palm_jungle_02||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|palm_jungle_01;palm_jungle_02||||||
trees|lib_materials:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|banana||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|ebony||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|lib_materials:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|coastal|lowland|plant_creeper||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|coastal|lowland|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
#SHELF||||||||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|brazilnut_01;brazilnut_02||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|capirona_01;capirona_02||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|lib_materials:dirt_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|bamboo_tropical_01;bamboo_tropical_02;bamboo_tropical_03;bamboo_tropical_04||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|plant_creeper||||||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|grass_jungle;shrub_lush_01|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|shrub_jungle;plant_small_jungle_tree|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|brazilnut_01;brazilnut_02|nil|nil|nil|||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|capirona_01;capirona_02|nil|nil|nil|||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07|nil|nil|nil|||
trees|lib_materials:dirt_black_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|jungle_green_01;jungle_green_02;jungle_green_03|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|plant_banana_1;plant_gourd_bottle_1;plant_pineapple_plant||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|plant_creeper||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|grass_jungle;shrub_lush_01||||||
plants|lib_materials:dirt_black_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|shrub_jungle;plant_small_jungle_tree||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_hot_semihumid|0.08|hot_semihumid|lowland|shelf|fig_01;fig_02;fig_03|nil|nil|nil|||
trees|lib_materials:dirt_brown_with_grass_hot_semihumid|0.08|hot_semihumid|lowland|shelf|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.01|hot_semihumid|lowland|shelf|grass_jungle_1;grass_jungle_2;grass_jungle_3;grass_jungle_4;grass_jungle_5||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|flower_hibiscus;flower_orchid;flower_lantana||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.001|hot_semihumid|lowland|shelf|plant_creeper||||||
plants|lib_materials:dirt_brown_with_grass_hot_semihumid|0.06|hot_semihumid|lowland|shelf|grass_jungle;shrub_lush_01||||||
