#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace|
#BUSHES, SHRUBS|||||||||||||||||||||||||||||||||||||||||||||||||||||
#MISC|||||||||||||||||||||||||||||||||||||||||||||||||||||
#lightstring||||lightstring.png|||||||||||||||||||||||||||||||||||||||||||||||||
#logpile||||default_tree.png|||||||||||||||||||||||||||||||||||||||||||||||||
#MUSHROOMS|||||||||||||||||||||||||||||||||||||||||||||||||||||
mushroom_01_trunk|Mushroom 01 Trunk|||lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_02_trunk|Mushroom 02 Trunk|||lib_ecology_mushroom_02_trunk_top.png,lib_ecology_mushroom_02_trunk_top.png,lib_ecology_mushroom_02_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_03_trunk|Mushroom 03 Trunk|||lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_03_trunk.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_blue_cave|Mushroom - Blue Cave|||lib_ecology_mushroom_blue_cave.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_brown|Mushroom - Brown|||lib_ecology_mushroom_brown.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_cap_blue|Mushroom - Cap Blue|||lib_ecology_mushroom_cap_blue.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_brown_01|Mushroom - Cap Brown 01|||lib_ecology_mushroom_cap_brown_01.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_brown_02|Mushroom - Cap Brown 02|||lib_ecology_mushroom_cap_brown_02.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_green_dk|Mushroom - Cap Green Dark|||lib_ecology_mushroom_cap_green_dk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_green_lt|Mushroom - Cap Green Light|||lib_ecology_mushroom_cap_green_lt.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_green_spotted|Mushroom - Cap Green Spotted|||lib_ecology_mushroom_cap_green_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_mottled|Mushroom - Cap Mottled|||lib_ecology_mushroom_cap_mottled.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_purple|Mushroom - Cap Purple|||lib_ecology_mushroom_cap_purple.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_red_01|Mushroom - Cap Red 01|||lib_ecology_mushroom_cap_red_01.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_red_02|Mushroom - Cap Red 02|||lib_ecology_mushroom_cap_red_02.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_red_spotted|Mushroom - Cap Red Spotted|||lib_ecology_mushroom_cap_red_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_cap_tan|Mushroom - Cap Tan|||lib_ecology_mushroom_cap_tan.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_fire|Mushroom - Fire|||lib_ecology_mushroom_fire.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_glow|Mushroom - Glow|||lib_ecology_mushroom_glow.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#mushroom_glow_fungus||||lib_ecology_mushroom_glow_fungus.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_ground_fungus|Mushroom - Ground Fungus|||lib_ecology_mushroom_ground_fungus.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#mushroom_pink||||moreplants_mushroom_top.png|||||||||||||||||||||||||||||||||||||||||||||||||
mushroom_milkcap|Mushroom - Milkcap|||lib_ecology_mushroom_milkcap.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_parasol|Mushroom - Parasol|||lib_ecology_mushroom_parasol.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_purple|Mushroom - Purple|||lib_ecology_mushroom_purple.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_red|Mushroom - Red|||lib_ecology_mushroom_red.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_red_large|Mushroom - Red Large|||lib_ecology_mushroom_red_large.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_shaggy_mane|Mushroom - shaggy_mane|||lib_ecology_mushroom_shaggy_mane.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#mushroom_spores|Mushroom 01 Spores|||lib_ecology_mushroom_01_spores.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_spore_01|Mushroom - Spore 01|||lib_ecology_mushroom_spore_01.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_spore_02|Mushroom - Spore 02|||lib_ecology_mushroom_spore_02.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
mushroom_spore_03|Mushroom - Spore 03|||lib_ecology_mushroom_spore_03.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
#mushroom_steak||||vmg_mushroom_steak.png||||craftitem|||||||||||||||||||||||||||||||||||||||||||||
mushroom_stone|Mushroom - Stone|||lib_ecology_mushroom_stone.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_sulfur_tuft_1|Mushroom - sulfur_tuft_1|||lib_ecology_mushroom_sulfur_tuft_32.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_sulfur_tuft_2|Mushroom - sulfur_tuft_2|||lib_ecology_mushroom_sulfur_tuft_64.png||||plantlike|4|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
mushroom_white|Mushroom - White|||lib_ecology_mushroom_white.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#PLANTS|||||||||||||||||||||||||||||||||||||||||||||||||||||
plant_aloe_vera|Plant - Aloe Vera|||lib_ecology_plant_aloe_vera.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_anemone|Plant - Anemone|||lib_ecology_coral_skeleton.png|lib_ecology_plant_anemone.png false|lib_ecology_plant_anemone.png|lib_ecology_plant_anemone.png|plantlike_rooted|||light||||FALSE||||FALSE||1||TRUE|||FALSE|||||snappy 3,sea 1|||stone|lib_ecology:coral_skeleton|||-0.5,-0.5,-0.5,0.5,0,0.5|||||||||||||||
plant_arrow_arum|Arrow Arum|||lib_ecology_plant_arrow_arum.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_arrow_arum_water_sand|Plant - Arrow Anum Sand|||lib_materials_sand_default.png|lib_ecology_plant_arrow_arum.png false|lib_ecology_plant_arrow_arum.png|lib_ecology_plant_arrow_arum.png|plantlike_rooted|||light||||FALSE||||FALSE||1||TRUE|||FALSE|||||snappy 3,sea 1|||dirt|lib_ecology:plant_arrow_arum_water_sand|lib_ecology:plant_arrow_arum_water_sand|||||||||||||||||
plant_arrow_arum_water_soil|Plant - Arrow Anum Dirt|||lib_materials_dirt.png|lib_ecology_plant_arrow_arum.png false|lib_ecology_plant_arrow_arum.png|lib_ecology_plant_arrow_arum.png|plantlike_rooted|||light||||FALSE||||FALSE||1||TRUE|||FALSE|||||snappy 3,sea 1|||dirt|lib_ecology:plant_arrow_arum_water_soil|lib_ecology:plant_arrow_arum_water_soil|||||||||||||||||
plant_banana_1|Plant - Banana 1|||lib_ecology_plant_banana_1.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_banana_2||snappy 3,flammable 2,plant 1,attached_node 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_banana_2|Plant - Banana 2|||lib_ecology_plant_banana_2.png||||plantlike|2||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 0||||||||||||||||||||||
plant_banana_tree_leaves|Plant - Banana Tree Leaves|||lib_ecology_plant_banana_2.png||||mesh|1.2||light|degrotate|||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||fern_old.b3d|||||||||||||
plant_banana_tree_trunk|Plant - Banana Tree Trunk|||lib_ecology_tree_banana_01_trunk_top.png,lib_ecology_tree_banana_01_trunk_top.png,lib_ecology_tree_banana_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
plant_banana_tree_trunk_top||||lib_ecology_tree_banana_01_trunk_top.png||||plantlike_rooted|||light||||FALSE||||FALSE||1||TRUE|||FALSE|||||snappy 3,sea 1|||stone|lib_ecology:coral_skeleton||||||||||||||||||
plant_gourd_bottle_1|Plant - Bottle Gourd 1|||lib_ecology_plant_gourd_bottle_1.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_2||snappy 3,flammable 2,plant 1,attached_node 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_2|Plant - Bottle Gourd 2|||lib_ecology_plant_gourd_bottle_2.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_3||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_3|Plant - Bottle Gourd 3|||lib_ecology_plant_gourd_bottle_3.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_4||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_4|Plant - Bottle Gourd 4|||lib_ecology_plant_gourd_bottle_4.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_5||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_5|Plant - Bottle Gourd 5|||lib_ecology_plant_gourd_bottle_5.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_6||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_6|Plant - Bottle Gourd 6|||lib_ecology_plant_gourd_bottle_6.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_gourd_bottle_7||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_gourd_bottle_7|Plant - Bottle Gourd 7|||lib_ecology_plant_gourd_bottle_7.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 0||lib_ecology:fruit_gourd_bottle|leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_bulrush|Plant - Bulrush|||lib_ecology_plant_bullrush.png||||plantlike|3|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#plant_bush_jungle_01||||lib_ecology_ground_grass.png|||||||||||||||||||||||||||||||||||||||||||||||||
plant_cattail|Plant - Cattail|||lib_ecology_plant_cattail.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_cattail_02|Plant - Cattail 02|||lib_ecology_plant_cattail_02.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_cattails_03|Plant - Cattails 03|||lib_ecology_plant_cattails_03.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_corn_1|Plant - Corn 1|||lib_ecology_plant_corn_1.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_2||snappy 3,flammable 2,plant 1,attached_node 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_2|Plant - Corn 2|||lib_ecology_plant_corn_2.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_3||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_3|Plant - Corn 3|||lib_ecology_plant_corn_3.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_4||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_4|Plant - Corn 4|||lib_ecology_plant_corn_4.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_5||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_5|Plant - Corn 5|||lib_ecology_plant_corn_5.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_6||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_6|Plant - Corn 6|||lib_ecology_plant_corn_6.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_7||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_7|Plant - Corn 7|||lib_ecology_plant_corn_7.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_corn_8||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_corn_8|Plant - Corn 8|||lib_ecology_plant_corn_8.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 0||lib_ecology:fruit_corn|leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_1|Plant - Cotton 1|||lib_ecology_plant_cotton_1.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_2||snappy 3,flammable 2,plant 1,attached_node 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_2|Plant - Cotton 2|||lib_ecology_plant_cotton_2.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_3||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_3|Plant - Cotton 3|||lib_ecology_plant_cotton_3.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_4||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_4|Plant - Cotton 4|||lib_ecology_plant_cotton_4.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_5||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_5|Plant - Cotton 5|||lib_ecology_plant_cotton_5.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_6||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_6|Plant - Cotton 6|||lib_ecology_plant_cotton_6.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_7||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_7|Plant - Cotton 7|||lib_ecology_plant_cotton_7.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||plant_cotton_8||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_cotton_8|Plant - Cotton 8|||lib_ecology_plant_cotton_8.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,flammable 2,plant 1,attached_node 1,not_in_creative_inventory 1,growing 0|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375|||||||||||||||
plant_crabgrass|Plant - Crabgrass|||lib_ecology_plant_crabgrass.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_creeper|Plant - Creeper|||lib_ecology_plant_creeper.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_curly|Plant - Curly flower|||lib_ecology_plant_curly.png||||plantlike|1.1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#plant_grass_reed||||lib_ecology_ground_grass.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_heath_gold|Plant - Heath Gold|||lib_ecology_plant_heath_gold.png||||plantlike|2||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_heath_green|Plant - Heath Green|||lib_ecology_plant_heath_green.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
plant_heath_purple|Plant - Heath Purple|||lib_ecology_plant_heath_purple.png||||plantlike|2||light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
